durofel_inf_65,durofel_65_70,durofel_sup_75,durofel_70_75,color_red,color_red_brown,color_brown,color_black,color_dark_brown,brix_red,brix_dark_brown,brix_brown,brix_black,Temperature_Outside,Temperature_Frut,Variety
11,11,54,25,2.5,0,91.3,0,6.2,14.6,0,18.3,0,26,18.2,3
11,7,68,14,5,0,92.1,0,2.9,0,18.8,0,26.9,17.4,0,3
18,21,32,29,0,97.2,0,2.8,0,17.8,0,28.5,21,0,0,3
21,21,25,32,0,95.2,0,4.8,0,16.9,0,26.9,22.6,0.3,0,3
32,32,7,29,47.8,0,52.2,0,17.2,0,20.6,0,27.5,19.5,0.2,8
25,11,46,18,0,94.8,0,5.2,0,19.9,18.4,0,27.5,19.5,2.3,3
18,11,50,21,6.3,0,93.7,0,0,18.9,0,28,21,0,0,12
7,7,68,18,0,5.7,0,94.3,0,25,0,27.8,20,0.6,0,3
21,21,36,21,6.8,0,93.2,0,0,18.4,0,27.8,20.3,0,0,5
0,11,71,18,6.1,0,93.9,0,0,24.6,0,27.8,20,0,0,13
4,4,79,14,20.7,0,79.3,0,18.3,0,20.1,0,28,23.5,0,3
11,7,57,14,16,0,84,0,0,22.7,0,28,20,0,0,3
25,14,36,25,17.8,0,82.2,0,0,20.1,0,28,20,0,0,11
11,18,57,14,13.5,0,82,0,4.5,17.8,0,21.1,0,28,23.2,13
14,36,14,36,0,95.8,0,4.2,0,17.7,0,28.1,20,0,0,3
4,14,61,21,6,0,94,0,0,18.8,0,28,22.3,0,0,3
25,18,21,36,4.4,0,95.6,0,0,18.5,0,28,19,0,0,3
29,29,11,32,5.4,0,94.6,0,0,19,0,26,20,1,0,13
11,21,32,36,12.4,0,87.6,0,17.4,0,17.8,0,28,20.2,0,3
18,14,46,21,16.6,0,83.4,0,17.2,0,21.8,0,20,14,0,11
25,14,25,36,0,80.7,0,19.3,0,23,22.2,0,28,25,0,3
4,11,57,29,14.5,0,66.8,0,18.7,18.2,0,22.3,0,28,23.4,3
29,21,32,18,5.6,0,94.4,0,0,17.8,0,28,28,0,0,3
14,11,54,21,2.3,0,82,0,15.7,0,22.6,18.9,0,28,22,3
4,11,68,18,2.8,0,94.6,0,2.6,0,20.9,0,21.9,16.7,0,3
11,4,39,7,2.6,0,92.2,0,5.2,0,20.6,0,21.9,13.7,0,3
18,18,43,21,4.9,0,91.1,0,4,0,20.3,0,21.9,16.1,0,5
7,18,61,14,3.4,0,86.8,0,9.8,0,0,22.4,0,21.9,14.2,13
14,14,46,25,7.5,0,87.4,0,5.1,17.1,0,23.3,0,20,18.5,13
4,0,86,11,0,93.2,0,6.8,0,25,0,20.6,19.1,0,0,3
7,11,54,29,1.3,0,77.7,0,21,0,20.6,0,22,20,0.9,3
7,21,39,32,7.4,0,88.4,0,4.2,0,25.6,0,22,20.7,0,13
11,21,39,29,1.3,0,90.2,0,8.5,0,21,0,22.8,22.5,2.6,3
20,16,52,12,1.1,0,78,0,20.9,0,17.2,0,26,20,0,3
14,25,36,25,7.6,0,88.7,0,3.7,0,19.5,0,26,22.4,0,5
4,4,89,4,1.1,0,92.3,0,6.6,0,21,0,23.6,15.2,0,2
7,11,57,25,2.1,0,92,0,5.9,0,19.9,0,19,15.2,0,3
18,18,32,32,9.5,0,88.8,0,1.7,0,18.8,0,18.8,14.5,0,5
7,14,29,50,0,95.2,0,4.8,0,20.8,0,17.8,16.23,0,0,5
21,17,31,31,77,0,23,0,15.1,0,21.6,0,17.8,17,1.3,11
29,7,32,32,0,88.5,0,11.5,0,16.6,0,19,18.2,0.7,0,3
14,4,61,21,0,95.7,0,4.3,0,20.5,0,22,18.6,0.6,0,3
14,11,50,25,0,96.8,0,3.2,0,21.1,0,21.9,18.6,0,0,3
21,7,43,29,94.4,0,5.6,0,16.8,0,0,24,19,0,0,5
7,7,68,18,11.8,0,83.8,0,4.4,16.7,0,21.3,0,28,18,11
21,29,25,25,0,99.5,0,5.5,0,18.3,0,23.6,21.3,0.4,0,3
29,21,21,29,1,0,99,0,0,17.7,0,29.5,22.7,0,0,14
11,7,57,25,4.6,0,95.4,0,0,20.8,0,23.8,17.6,0,0,5
4,7,79,11,0,86.6,0,13.4,0,23,0,24,22.8,0.7,0,3
29,18,18,36,6.8,0,91.9,0,1.3,15,0,24,0,22,16,13
36,32,11,21,11.4,0,88.6,0,20.6,0,21.7,0,24.3,19,0,11
21,21,29,29,5.5,0,88,0,6.5,0,23.9,19,0,20,19,8
29,14,21,36,0,89.8,0,10.2,0,17.3,0,20,18,0.8,0,3
0,29,39,32,0,96,0,4,0,25.7,0,22,14,0,0,2
36,32,21,11,3.3,0,86.7,0,10,0,19,0,22,20,0.7,14
14,17,34,34,0,96.7,0,3.3,0,17.6,0,20,18,0,0,3
21,36,25,18,19.6,0,80.4,0,0,19,0,20,19.8,0,0,13
21,24,31,24,1.7,0,82.4,0,15.9,0,16.8,0,20,18.9,0.5,3
7,7,57,29,93.2,0,6.8,0,0,18.2,0,20,18,0.6,0,13
43,25,11,21,13,0,79.2,0,7.8,0,19,0,22.2,18,0,3
29,21,29,21,0,90.5,0,9.5,0,18,0,20,18,0,0,3
7,14,57,21,3.5,0,96.5,0,0,17.9,0,20,18,0,0,5
54,11,18,18,5,0,95,0,0,20,0,20,16,0,0,14
7,18,54,21,0,92.6,0,7.4,0,18.4,0,22,21.5,0,0,3
7,4,71,18,0,82,0,18,0,22.7,0,20,19,1.5,0,3
7,13,50,30,5.6,0,94.4,0,0,21.7,0,21.6,20,0,0,3
25,21,21,32,19.1,0,78.9,0,2,17.8,0,22.7,0,24,19,13
18,11,39,32,79.8,0,20.6,0,18.7,0,20.6,0,22,20.3,2.8,5
21,14,29,36,6,0,94,0,0,18.5,0,22,18,0,0,5
21,18,32,29,67,0,33,0,16.8,0,21.2,0,20,18,0,11
11,14,50,25,0,15.3,0,84.7,0,22.8,0,22,20,0,0,3
4,11,57,29,17,0,83,0,0,18,0,20,18,0,0,5
10,14,66,10,13.1,0,86.9,0,18.3,0,22.3,0,20,19.8,0,5
10,14,66,10,100,0,0,20.4,0,0,20,17,0,0,0,5
4,21,50,25,6.6,0,90.2,0,3.2,14.6,0,20.5,0,23,20.1,3
7,4,68,21,0,98,0,2,0,24.3,0,16,14.6,0,0,13
11,11,46,32,92.3,0,3.9,0,3.8,23,0,0,16.1,14.2,0,13
0,7,71,21,0,75,0,25,0,20.4,0,15.5,14.6,0,0,3
7,4,61,29,0,95.2,0,4.8,0,24.7,0,16,15,0,0,13
7,11,64,18,9.2,0,90.8,0,19.3,0,21.4,0,16.7,14.7,0,11
21,18,36,25,7.4,0,92.6,0,20.8,0,21.3,0,16.9,14.7,1.1,5
7,14,50,29,0,0,97.3,0,2.7,0,16,0,15,14,0,3
11,21,43,25,3.5,0,96.5,0,0,15.8,0,16,15.2,0.3,0,3
18,7,71,4,0,78,0,22,0,21,0,16,15.7,0.9,0,3
18,7,43,32,15.9,0,84.1,0,16.8,0,22.1,0,16,14.9,0,11
14,18,43,25,15.5,0,84.5,0,0,20.5,0,16,15,0.5,0,5
14,4,39,43,2.3,0,97.7,0,0,20.6,0,16,14.8,0,0,14
4,4,46,46,25.4,0,74.6,0,0,21.1,0,16,15.2,0,0,5
11,11,50,29,4.3,0,95.7,0,17.4,0,20.4,0,16,15.5,0.6,3
7,29,46,18,5.3,0,94.7,0,0,18.3,0,16,15.8,0,0,5
14,18,54,14,0,95.8,0,4.2,0,17.7,0,17,15.2,0,0,3
11,14,50,25,0,97.1,0,2.9,0,19.6,0,16,15.2,0.6,0,3
11,11,46,32,5.8,0,94.2,0,0,17.4,0,16,15.4,0,0,5
50,46,0,4,0,93.7,0,6.3,0,18,0,17,16.7,2,0,3
4,11,50,36,2.5,0,97.5,0,0,17.4,0,17,15.8,0,0,5
7,32,46,14,2.9,0,97.1,0,0,14.3,0,16,15.5,0,0,5
40,20,8,32,2.1,0,97.9,0,0,20.6,0,18.8,17.5,0.7,0,8
28,21,24,28,0,86.3,0,13.7,0,21.9,0,20,16.8,0,0,5
14,14,54,18,0,97.9,0,2.1,0,18.6,0,17,15,0,0,3
21,18,43,18,2.5,0,97.5,0,0,18.3,0,20,17.5,0,0,13
7,15,59,19,0.5,0,97.4,0,2.1,0,20.1,0,16,14,0,3
4,7,75,14,17.8,0,82.2,0,0,16.8,0,17,14,0,0,11
7,21,46,25,0,96.1,0,3.9,0,21.2,0,20,18.6,0.4,0,3
12,6,58,24,0,86.4,0,13.6,0,20.5,0,19,14,1,0,3
7,18,50,25,0,93.5,0,6.5,0,24.1,0,17,14,0,0,13
4,18,46,32,0,91,0,9,0,21.3,0,20,19.8,0.6,0,3
32,19,26,23,2.7,0,93.3,0,4,0,21.7,0,18,15,0,13
25,29,11,36,5.5,0,94.5,0,0,16.5,0,18.8,17.1,0,0,5
50,14,18,18,1.3,0,98.7,0,0,19.9,0,16,14,0,0,14
14,18,36,32,6.8,0,93.2,0,16.8,0,18.1,0,20,18.7,0.4,11
14,21,29,36,1.7,0,98.3,0,0,19.9,0,16,14,0,0,5
14,18,43,25,3.8,0,96.2,0,0,19.7,0,16,15,0,0,13
29,21,18,32,2.6,0,92.8,0,4.6,0,0,16,15,0,0,14
17,31,34,17,0,91,0,9,0,17.6,0,19.5,18,1,0,5
18,21,39,21,2.8,0,97.2,0,0,17.3,0,16,15,0.6,0,5
0,11,68,21,8.2,0,88.4,0,3.4,0,17.9,0,18.5,17,0.4,5
18,7,57,18,1.1,0,98,0,0.9,0,17.5,0,17,15,0,9
0,4,96,0,2.4,0,97.6,0,0,22.3,0,20,18.3,0,0,13
29,7,36,29,1.8,0,98.2,0,0,0,20,18.5,0.3,0,0,5
4,7,68,21,1.6,0,88.4,0,10,0,16.8,0,17,14,0,3
11,4,75,11,5.2,0,90.8,0,4,0,20.8,0,17,15,0.8,3
18,11,57,14,2,0,98,0,0,0,20,17.6,0.7,0,0,3
7,36,32,25,10.6,0,89.4,0,0,18.3,0,19,16.1,0,0,5
4,18,46,32,14.5,0,79.2,0,6.3,0,18,0,16,15,0,13
7,18,57,18,0,93.5,0,6.5,0,18.1,0,18,17,0,0,5
0,0,96,4,11.8,0,86.5,0,1.7,0,21.7,0,16,14,1.5,5
0,14,68,18,3.7,0,96.3,0,0,19.6,0,17,15,0,0,5
7,11,68,14,2.5,0,94.6,0,2.9,0,24.6,0,16,14,0,13
0,7,79,14,8.3,0,88.3,0,3.4,0,17.9,0,19,18.3,1.1,5
7,4,68,21,8.3,0,86.4,0,5.3,0,18.4,0,18,16.2,0,14
11,18,54,18,0,83.6,0,16.4,0,17.7,0,18,17.3,0.7,0,3
11,7,54,29,4.7,0,95.3,0,0,19.7,0,19,18,1,0,5
11,18,43,29,0,91.4,0,8.6,0,23.9,0,15,15.8,0,0,13
14,18,50,18,10.6,0,89.4,0,0,22.8,0,15,16.3,0,0,5
4,4,89,4,6.5,0,93.5,0,0,17.2,0,15,15.3,0.6,0,5
11,21,32,36,0,94.8,0,5.2,0,18.8,0,18,16,0.3,0,3
0,4,89,7,1.5,0,93.4,0,5.1,0,20.5,0,18.9,16.4,0.5,3
4,14,57,25,0,96.8,0,3.2,0,19.4,0,19,17.5,0.7,0,3
4,0,61,36,6.3,0,92.2,0,1.5,0,21.2,0,19.2,15.8,0,13
21,4,43,32,4.2,0,92.7,0,3.1,0,19.4,0,19,15.2,0,13
21,4,61,14,7.4,0,89.1,0,3.5,0,18.8,0,19,17.7,0,5
4,4,75,18,6.6,0,90.8,0,2.6,0,21.9,0,19,18.2,0,13
21,7,57,14,4.2,0,90.7,0,5.1,0,19.5,0,19,17,0,5
7,7,68,18,6.6,0,91.8,0,1.6,0,21.3,0,18,16,0,13
7,14,69,10,6.4,0,92.1,0,1.5,0,22.9,0,18,16,0,13
14,18,43,25,0,0,97.1,0,2.9,0,17.5,0,15,14.2,0,3
7,21,54,18,8.3,0,91.7,0,0,20.4,0,18,15,0,0,5
25,14,25,36,2,0,98,0,0,14.9,0,20,19.5,0.8,0,5
21,11,43,25,1.6,0,98.4,0,0,16.4,0,22.9,17.5,0,0,14
25,18,39,18,98.6,0,1.4,0,0,20.5,0,19,16,0,0,13
14,21,43,21,1.6,0,98.4,0,0,16.4,0,22.9,17.9,0.7,0,14
7,18,50,25,4.6,0,93.7,0,1.7,0,17.6,0,18.1,17.1,0,5
21,4,50,25,0,0,94.3,0,5.7,0,17.4,0,20,18.6,0,3
21,18,32,29,2.9,0,97.1,0,0,18.6,0,20,21.2,0,0,5
7,29,46,18,1.3,0,93.9,0,4.8,0,22.7,0,23.6,16,0,13
11,0,64,25,6.4,0,91.4,0,2.2,0,20.6,0,20,19.8,0,5
18,7,50,25,0,0,97.4,0,2.6,0,18.8,0,20,18,0,3
46,29,18,7,0,93.6,0,6.4,0,18.1,0,19,16,0,0,5
18,11,39,32,0,93.3,0,6.7,0,19.7,0,20,18.6,0.3,0,3
29,18,32,21,0.6,0,89.1,0,10.3,0,16.3,0,19,17,0.3,3
29,18,39,14,1.1,0,97.1,0,1.8,0,20.5,0,20,17,0,13
7,7,64,21,1.3,0,98.7,0,0,23.8,0,20,16,0,0,13
24,17,38,21,0,96.6,0,3.4,0,18.1,0,20,19.6,0.6,0,3
25,18,29,29,0,88.7,0,11.3,0,21.2,15.6,0,20,16,0,3
18,18,25,39,8,0,88.3,0,3.7,0,20.6,0,20.2,19.6,0,10
11,18,54,18,6.5,0,93.5,0,17.6,0,21.4,0,20.6,19.8,0,5
18,14,39,29,1.4,0,94.9,0,3.7,0,23.2,0,20,17,0,13
17,17,52,14,0,92,0,8,0,22.7,0,20,20,0,0,13
21,14,39,25,6.5,0,93.5,0,0,16.6,0,20,16,0.5,0,5
11,21,39,29,0,97.6,0,2.4,0,23,0,20,16,0.3,0,13
24,14,45,17,0,91.9,0,8.1,0,20.2,0,20,16,0,0,3
7,4,82,7,0,96.2,0,3.8,0,22.1,0,20,16,0,0,13
25,29,21,25,0,0,94,0,6,0,16.9,0,20,19.5,0,14
22,30,30,19,1.9,0,98.1,0,14.5,0,21,0,19,16,1.2,11
39,7,21,32,3.5,0,88.3,0,8.2,17.1,0,19.9,0,20,19.5,5
39,14,29,18,0,94.8,0,5.2,0,19.2,0,20,17,0,0,13
11,11,50,29,2.3,0,97.7,0,0,17.5,0,20,18.6,0,0,14
25,7,46,21,1.7,0,93.9,0,4.4,0,22,0,20,18,0,13
11,11,61,18,2,0,98,0,0,18.5,0,20,16,0,0,5
14,21,38,28,0,97.5,0,2.5,0,16.2,0,20,20.6,0,0,3
18,21,32,29,3.8,0,89.9,0,6.3,0,18.4,0,20,18,0.7,3
14,18,54,14,0,93.8,0,6.2,0,20.5,0,20,18.6,1.7,0,5
0,7,68,25,2.3,0,97.7,0,0,22,0,20,17.5,0,0,13
14,14,57,14,3.7,0,96.3,0,0,20,0,25,18,0,0,5
11,21,39,29,1.8,0,98.2,0,0,19.5,0,25,19,0.4,0,5
14,4,61,21,6,0,91.3,0,2.7,0,17.4,0,24,20.2,0,5
4,18,57,21,3.5,0,96.5,0,15.2,0,18.2,0,18,16,0.7,5
11,0,71,18,5.5,0,94.5,0,17.2,0,20.2,0,17.8,14.8,0,5
4,11,75,11,5,0,92.9,0,2.1,0,20.2,0,17.8,16.5,0,13
18,21,43,18,7,0,93,0,0,17,0,19,15,0,0,5
11,14,43,32,1.5,0,98.5,0,0,19.1,0,20,18,0.5,0,5
39,14,18,29,0,96.1,0,3.9,0,17.7,0,19,16,0,0,3
21,11,57,11,0,93.1,0,6.9,0,20,0,20,21.5,0,0,13
18,18,54,11,11.7,0,88.3,0,0,22.3,0,20,14.6,0,0,13
10,10,55,24,2.1,0,97.9,0,0,16.5,0,27.2,22.7,0,0,5
11,14,54,21,13.6,0,86.4,0,0,17.9,0,20,16,0,0,5
4,0,75,21,3.8,0,96.2,0,0,18.5,0,27.2,20.2,1.8,0,5
59,24,7,10,0,97.3,0,2.7,0,20.3,0,20,16,0,0,3
0,21,54,25,5.4,0,94.6,0,0,18.3,0,20,17,0,0,5
31,10,31,28,0,99.2,0,0.8,0,21.5,0,20,16,0,0,13
30,30,11,30,0,97.8,0,2.2,0,18.2,0,20,18,0.7,0,14
11,4,64,21,2.5,11.3,81.4,0,4.8,0,20.6,0,23.6,19.8,0,13
7,0,64,29,1.8,0,93.9,0,4.3,0,21.1,0,23,19.5,0,5
14,0,50,36,6.9,0,82,0,11.1,0,21.3,0,20,17,0,13
4,7,64,25,5,0,95,0,16.1,0,20.3,0,20,24.5,0,5
7,11,71,11,0.6,0,98.2,0,1.2,0,17.5,0,22,19.5,0,5
18,7,57,18,10.3,0,89.7,0,18.8,0,21.3,0,20,22.5,0,5
36,11,36,18,0,96.8,0,9.2,0,15.8,0,20,18,0,0,3
18,18,50,14,5.6,0,94.4,0,0,14.8,0,20,16,0.8,0,12
3,7,70,20,0,98,0,2,0,8.5,0,20,18,0,0,13
7,29,61,4,0,98.8,0,1.2,0,15.6,0,21,17,1.1,0,6
29,14,36,21,0,96.1,0,3.9,0,16,0,22,18,0.9,0,3
7,7,46,39,0,97.6,0,2.4,0,20.9,15.6,0,23,20,0,13
7,7,64,21,0,98,0,2,0,18.3,0,24,20,0,0,13
7,7,68,18,0,96.8,0,3.2,0,0,23,19.8,0,0,0,13
15,19,33,33,0,98.3,0,1.7,0,15.8,0,22,19.5,0,0,6
4,14,64,18,4.9,0,92.6,0,2.5,0,22.9,0,23,20,0.4,5
11,14,61,14,1.5,0,98.1,0,0.4,0,19.8,0,22,20,0,11
21,29,43,7,0.8,0,96.2,0,3,0,18.7,0,24,20,0,13
18,11,57,14,0.8,0,97.3,0,1.9,0,0,22,18,0,0,11
0,25,57,18,4.8,0,91.4,0,3.8,0,18.7,0,22,19,0,13
0,18,50,32,0,97.7,0,2.3,0,23.9,0,22,18,0,0,13
18,18,39,25,2.7,0,89.3,0,8,0,17.3,0,23,20,0,5
11,18,32,39,0.9,0,97,0,2.1,0,16.7,0,24,20,0,11
25,14,46,14,5.7,0,91.8,0,2.5,0,16.8,0,23,20,0,14
4,11,68,18,3.4,0,94.1,0,2.5,0,18.5,0,25,18.2,0.4,5
7,18,39,36,4.1,0,92.8,0,3.1,0,18.3,0,24,20,0,13
61,18,0,21,1.8,0,96.1,0,2.1,0,18.3,0,24,20,0,10
14,11,32,43,0,87.4,3.5,9.1,0,18.6,0,24,20,0,0,11
14,21,50,14,0,98.8,0,1.2,0,21.7,0,24,20,0,0,13
14,11,32,43,3.6,0,91.6,0,4.8,0,17.9,0,24,20,0,5
7,11,64,18,4.2,0,95.8,0,0,16.9,0,24.5,21.2,0,0,5
18,25,43,14,5.4,0,86.1,0,8.5,0,19.8,17.5,0,25,21,13
7,25,50,18,10,0,90,0,14.3,0,18.9,0,25,21,1,11
46,11,25,18,5.4,0,94.6,0,0,16.1,0,24,20,0,0,5
14,21,34,31,1.5,0,98.5,0,0,17.1,0,25,21,1.5,0,5
0,7,61,32,1.6,0,97.6,0,0.8,0,16.6,0,25,21,0,5
7,11,50,32,0,98.8,0,1.2,0,18.3,0,25,21,0,0,13
11,25,32,32,3.9,0,93.3,0,2.8,0,16.3,0,25.5,21.3,0.7,13
0,18,71,11,4.5,0,93.8,0,1.7,0,17.2,0,25.5,21.3,0,5
14,29,29,29,0,96.2,0,3.8,0,17.2,0,25.3,21,0.4,0,3
7,4,86,4,4.9,0,95.1,0,0,16.5,0,25,20.5,0,0,5
4,11,68,18,7.1,0,92.1,0,0,17.9,0,24.5,21,0,0,5
4,0,86,11,1.2,0,97.4,0,1.4,0,17.5,0,22,19.5,0,5
0,0,79,21,6.2,0,91.2,0,1.9,0,0,24,20,0,0,5
4,18,54,25,1.6,0,96.6,0,1.8,0,19.8,0,25,19.9,0,3
3,10,70,17,2,0,98,0,0,18.2,0,24.5,20,0,0,13
4,4,75,18,3.5,0,96.5,0,0,17.9,0,24,20,0,0,5
4,0,93,4,0,95.4,0,4.6,0,17.5,0,25.6,20.1,1.6,0,5
0,7,79,14,1.6,0,97,0,1.4,0,17.2,0,25,20,0.9,13
4,14,61,21,5.7,0,94.3,0,0,17.3,0,25.6,20.2,0.4,0,3
4,4,71,21,0,98.4,0,1.6,0,16.7,0,25,19,0,0,5
11,25,57,7,0,96.9,0,3.1,0,19.5,0,24.3,19.5,0,0,13
4,4,79,14,0,94.8,0,5.2,0,18.9,0,18,14.9,0,0,13
0,0,61,39,6,0,0,0,19.4,0,18,13.9,0,0,0,5
11,4,79,7,2.6,0,0,19.2,0,24.3,0,18,15.5,0,0,13
0,4,86,11,7,0,0,0,0,17.9,0,19,17.9,0,0,5
0,0,82,18,0,0,10,0,0,18.3,0,18,15,0,0,3
0,4,86,11,0,0,5.6,62.9,0,0,19,17.5,1,0,0,3
4,4,75,18,7.5,0,0,0,17.8,0,18,16.5,0,0,0.5,5
4,11,68,18,0,0,0,0,18.7,0,18,16.3,0,0.8,0,5
0,7,79,14,4.8,0,0,3.5,0,19.6,0,19,17.5,0.4,0,13
4,4,89,4,3.6,0,0,2.1,0,18.7,0,19,17.5,0,0,6
7,0,75,18,0.5,0,0,47.5,0,18.2,17.6,0,22.5,17.9,0,13
32,18,32,18,0,0,11.3,0,16.8,0,19,17.5,1.7,0,0,3
4,4,89,4,12.5,0,0,0,17.7,0,20,18,0,0,0.9,5
4,4,61,32,0,0,21.1,0,17.9,0,20.5,18,1.2,0,0,13
7,0,68,25,5.4,0,0,2.1,0,18.6,0,21.5,17.8,0,0,13
4,15,63,19,4.1,0,0,3.4,0,0,22,18,0,0,0,13
4,11,64,21,7.9,0,0,0,18.9,0,21,17.5,3,0,1.3,5
4,4,75,18,0,0,5.2,0,20.3,0,20,17.5,0.3,0,0,13
11,21,29,39,0,0,40.6,0,16.5,0,20,17,0,0,0,3
0,0,93,7,1.8,0,0,0,0,20,17,0.7,0,0,0,5
0,4,86,11,0,0,0,3.6,0,18.4,0,20,18,0,0,5
11,7,68,14,0,0,69,0,18.2,0,22,17.5,0,0,0,3
14,36,14,36,0,0,2.7,0,17.8,0,22,18,0,0,0,13
14,36,18,32,0,0,23,0,17.6,17,0,21,18,0,0,13
4,7,82,7,0,0,16.4,0,18.6,0,21,17.6,0,0,2.7,13
4,7,46,43,3.9,0,0,0,0,0,18.2,0,22,17.5,1.8,5
4,7,61,29,0,0,0,0,3,0,0,19.4,0,23,17.7,5
11,0,71,18,83.8,0,0,18.1,0,0,22,15,0,0,0,5
4,18,46,32,0,0,76.5,0,22.6,21,0,22,16.5,0,0,13
4,14,71,11,0,0,0,0,18.3,0,22.6,16.5,0,0,0,5
7,11,54,29,0,0,6.5,0,19.6,18.8,0,22,16.4,0,0,13
11,7,64,18,0,0,0.4,3.4,0,20.3,0,23,17,0,0,3
4,25,50,21,0,7.1,81.2,0,11.7,0,18.5,0,23,17.5,0,13
18,18,46,18,0,5.4,85,0,9.6,0,17.8,0,23,16.8,0,13
0,0,96,4,9.2,75.2,15.6,0,0,20.1,0,22,17.2,0.8,0,5
11,11,57,21,0,62,38,0,0,19,0,20,17.5,0,0,5
7,18,64,11,0,29,56.8,0,14.2,0,19.2,18.2,0,22,16.5,13
29,18,46,7,5,33.2,42.1,0,19.7,0,19.6,17,0,23,17,13
7,25,36,32,2.8,95.8,0.8,0,0.6,0,0,23,16.5,1.3,0,5
0,14,75,11,0,13.2,83.3,0,3.5,0,22,0,20,17,0.5,13
7,14,46,32,0,8.3,86,0,5.7,0,20.3,0,23.4,17.5,0,13
4,21,54,21,0,5.9,84.4,0,9.7,0,18,17.9,0,23.8,18.2,11
14,7,43,36,13.4,83.7,2.9,0,16.5,0,0,24,18,0,0,5
18,11,43,29,4.3,92.2,3.5,0,0,0,24,17.9,0,0,1.6,5
11,4,50,36,0,5.2,22.7,5.2,66.9,0,20,19.2,0,24.5,16.8,5
11,36,43,11,1.8,16.5,65.5,0,16.2,0,17.2,0,24.6,17.5,0,13
25,7,43,25,2,21.7,76.3,0,0,19.4,0,24.6,18.9,0,0,13
4,7,57,32,0,5.4,85,0,9.6,0,21.4,0,22,17.4,0,13
18,25,21,36,4.9,79.7,15.4,0,0,18.2,0,24,17.8,0,0,13
7,14,54,25,12.5,72.3,9.3,0,5.9,0,18.7,0,24,17.5,1,2
18,29,29,25,0,6.1,41.9,3.8,48.2,0,22.4,20.8,0,24,17.6,13
7,7,79,7,0,20.6,79.4,0,0,19.5,0,23,17.5,0.5,0,5
11,18,54,18,1.6,20,78.4,0,0,19.1,0,24,17.8,0,0,5
11,14,39,36,0,1.3,7.4,11.6,79.7,0,20,18.4,22.4,23,17.2,13
14,7,61,18,16.6,68.3,12.2,0,2.9,0,19.8,0,23,17.5,0,13
4,0,93,4,1.2,48,50.8,0,0,17.9,0,23.5,17.2,0,0,5
0,11,71,18,0,14.9,81.6,0,3.5,0,21.2,0,23,17.5,0,13
4,11,75,11,0,14.8,71.2,0,14,0,17,21.2,0,20.2,16.6,5
0,4,82,14,2.1,66.3,31.6,0,0,19.8,0,24,17.4,0,0,5
4,0,75,21,0,1.8,30.9,4.3,63,0,23.4,20.2,0,24,17.4,13
11,7,61,21,0,95.4,0,4.6,0,17.4,0,24,18,0,0,3
4,11,46,39,0,86,0,14,0,18.7,0,24,17.5,0,0,5
4,7,71,18,0,0.2,11.7,10.7,77.4,0,22,0,22.8,16.8,0,13
10,21,45,24,1.8,56.7,32.8,0,8.7,0,18.4,0,22,16.6,0.4,5
0,11,75,14,0,53.2,37.6,0,9.2,0,19.6,0,22.2,18.2,0,13
14,4,75,7,0,74.8,25.2,0,0,22,0,22,16.2,1,0,5
7,21,46,25,7.2,2.6,90,0,0,18.8,0,22.4,18.2,0.9,0,5
11,7,71,11,0,20.2,0,79.8,0,19.8,18,0,20,18,0,13
11,14,43,32,0,3.9,89.7,0,6.4,0,20.8,0,20.2,17.2,0,5
0,14,75,11,0,13.9,70.2,0,15.9,0,20.4,0,18,14.8,0,5
4,7,71,18,0,10.9,72.7,0,16.4,0,22.2,0,23,17,0.3,13
7,7,82,4,0,4.1,92.4,0,3.5,0,22.2,0,18,14.5,0,13
4,4,82,11,14,30.6,45.1,0,10.3,0,20.2,0,19,16,2.1,5
11,21,25,43,0,5.5,82.2,0,12.3,0,20.8,0,18,15.6,0.4,5
11,11,54,25,0,6.7,93.3,0,0,19.7,0,20,16,0,0,5
4,7,86,4,0,12,87.2,0,0.8,0,19.9,0,18,16.5,0.5,5
0,25,61,14,0,22.5,73.7,0,3.8,0,21.7,0,20,16,0.6,5
7,11,68,14,0,16.8,75.8,0,7.4,0,21.8,0,20,18,0,13
4,11,71,14,0,1.6,96.3,0,2.1,0,18.9,0,19,17,0,5
7,7,64,21,2.3,18.7,79,0,0,21.4,0,20,18,0,0,14
11,18,43,29,0,4.6,80.6,0,14.8,0,21,0,20,18,0,13
0,11,79,11,0,4.7,87.3,0,8,0,19.1,0,20,16,0,11
11,7,43,39,0,4.3,93.6,0,2.1,0,19.2,0,20,18,0,13
0,18,43,39,0,6.1,87.4,0,6.5,0,18.6,0,20,17,0,11
7,3,63,27,0,1.2,91.7,0,7.1,0,21.2,0,20,17.5,0,13
14,11,50,25,0,12.3,83.8,0,3.9,0,18.2,0,20,17,0,14
14,18,57,11,0,1.3,95.5,0,3.2,0,18.6,0,20,18,0.3,5
7,14,64,14,0,5.8,90.5,0,3.7,0,18.7,0,23,17,0.3,13
4,7,71,18,7.6,53.8,27,0,11.6,0,19,0,22,17.5,0,13
0,4,89,7,1,19.4,75.4,0,4.2,0,19.8,0,20,16,1,2
4,4,71,21,0,14.8,76.8,0,8.4,0,20.2,0,23,17,0.2,13
7,7,64,21,0,2.6,94,0,3.4,0,20,0,23,17,0,5
11,25,54,11,0,4.9,85.9,0,9.2,0,21.3,0,20,16,0,13
